LivingArea,LotArea,GarageArea,UnfinBsmtSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,TotalRooms,OverallQual,OverallCond,BsmtQual,YearBuilt,YearRemod,Neighborhood,SalePrice
2169,9375,647,1284,1284,1284,885,7,8,5,Gd,2002,2002,CollgCr,228500
1913,7558,342,896,896,1172,741,9,6,6,TA,1928,1950,Crawfor,177000
1456,11103,440,728,728,728,728,8,7,5,Gd,2006,2006,CollgCr,155835
960,6000,308,710,960,960,0,5,4,4,TA,1920,1950,OldTown,108500
2156,20781,508,1203,1568,2156,0,9,7,7,TA,1968,2003,NWAmes,262500
1776,15306,712,1652,1732,1776,0,7,8,5,Ex,2006,2007,Timber,283463
1494,16196,514,39,1482,1494,0,5,7,5,Gd,1998,1998,SawyerW,215000
2358,5250,0,425,684,938,1215,8,8,5,TA,1872,1987,OldTown,122000
2634,11643,968,748,1248,1338,1296,12,5,5,TA,1969,1969,NAmes,200000
1716,9247,490,539,858,858,858,8,6,6,TA,1962,1962,NAmes,171000
1176,6000,624,698,698,786,390,4,6,9,TA,1937,2000,BrkSide,134900
3238,14720,666,1217,2033,2053,1185,9,8,5,Gd,1995,1996,NoRidge,410000
1865,10316,839,257,992,992,873,7,7,5,Gd,2000,2000,CollgCr,235000
1920,10192,487,570,570,1222,698,8,7,6,TA,1968,1992,NWAmes,170000
892,9477,264,524,864,892,0,5,5,5,TA,1966,1966,NAmes,110000
1078,12537,500,344,1078,1078,0,6,5,6,TA,1971,2008,NAmes,149900
1573,2117,440,378,756,769,804,5,6,5,Gd,2000,2000,Somerst,177500
1980,16737,770,533,1980,1980,0,8,9,5,Ex,2004,2005,NridgHt,315000
2601,9842,621,612,612,990,1611,8,5,6,TA,1921,1998,SWISU,189000
1530,16158,430,256,1530,1530,0,7,7,5,Ex,2005,2005,StoneBr,260000
1738,12513,368,715,715,1281,457,7,4,4,TA,1920,2007,NAmes,104900
1412,8499,432,616,616,616,796,6,6,5,Gd,2006,2007,Gilbert,156932
1200,3180,480,600,600,520,600,4,7,5,Gd,2005,2005,Somerst,144152
1674,7500,663,281,814,814,860,7,7,5,Gd,2000,2000,Somerst,216000
1790,9179,588,240,873,882,908,7,7,5,Gd,1999,1999,CollgCr,193000
1475,2665,336,36,757,925,550,6,5,6,TA,1977,1977,MeadowV,127000
848,4435,420,163,848,848,0,4,6,5,Gd,2003,2004,CollgCr,144000
1668,10635,502,315,1657,1668,0,8,8,5,Gd,2003,2003,CollgCr,232000
1374,5400,338,420,840,840,534,6,4,6,TA,1920,1950,OldTown,105000
1661,9600,377,161,992,1661,0,8,6,6,TA,1955,1996,NAmes,165500
2097,9750,583,133,1108,1108,989,8,7,6,Gd,1998,1998,CollgCr,274300
2633,11400,804,1351,2633,2633,0,8,10,5,Ex,2001,2002,NoRidge,466500
1958,10625,936,1026,1026,1026,932,9,7,5,Gd,2005,2005,Somerst,250000
1571,10991,722,1571,1571,1571,0,7,8,5,Gd,2007,2007,Timber,239000
790,6292,160,384,768,790,0,4,6,5,Gd,1930,1950,SWISU,91000
1604,10998,660,156,984,984,620,6,5,5,TA,1941,1960,Edwards,117000
987,1953,264,174,483,483,504,5,6,5,TA,1973,1973,BrDale,83000
1394,9735,400,384,384,754,640,7,5,5,Gd,2006,2007,Timber,167500
864,8212,200,661,864,864,0,5,3,3,TA,1914,1950,Edwards,58500
2117,12925,550,340,1205,2117,0,7,6,7,TA,1970,1970,NAmes,237500
1762,7200,576,596,596,998,764,8,7,7,Fa,1920,1950,OldTown,157000
1416,25339,576,816,816,1416,0,7,5,7,TA,1918,2007,Sawyer,112000
1258,9060,280,356,560,698,560,6,6,5,TA,1939,1950,Edwards,105000
1154,5436,240,61,796,796,358,7,4,8,TA,1922,2007,IDOTRR,125500
2784,16692,564,133,1392,1392,1392,12,7,5,Gd,1978,1978,NWAmes,250000
2526,8520,216,0,714,1664,862,10,6,7,TA,1916,1950,OldTown,136000
1746,14892,758,426,1746,1746,0,7,9,5,Ex,2006,2007,Gilbert,377500
1218,6000,440,360,735,869,349,6,6,6,TA,1941,1950,BrkSide,131000
1525,9100,541,125,1525,1525,0,6,7,5,Gd,2000,2000,CollgCr,235000
1584,8944,792,1584,1584,1584,0,8,5,5,TA,1967,1967,NAmes,124000
900,7838,288,95,864,900,0,6,5,5,TA,1967,1967,NAmes,123000
1912,10800,672,482,482,1221,691,7,6,7,Fa,1905,2000,OldTown,163000
1500,4045,648,286,1356,1500,0,6,7,5,Gd,2006,2006,Blmngtn,246578
2482,12665,642,1094,1094,1133,1349,9,8,5,Gd,2005,2006,Timber,281213
1687,57200,572,60,747,1687,0,7,5,5,TA,1948,1950,Timber,160000
1513,6120,180,939,939,939,574,8,5,8,TA,1920,2004,BrkSide,137500
1904,7200,240,676,1208,1136,768,7,5,4,TA,1950,1982,NAmes,138000
1608,6171,216,712,976,1160,448,7,6,6,TA,1925,1990,SWISU,137450
1158,6000,208,862,862,950,208,5,6,7,TA,1929,1950,BrkSide,120000
1593,7415,398,80,839,864,729,8,6,5,TA,2004,2004,Gilbert,193000
1294,6762,662,1286,1286,1294,0,6,7,5,Gd,2006,2006,CollgCr,193879
1464,15256,754,556,1485,1464,0,6,8,5,Gd,2007,2007,Somerst,282922
1214,10410,936,672,672,694,520,6,3,4,TA,1915,1950,OldTown,105000
1646,3842,482,221,1594,1646,0,5,8,5,Ex,2004,2005,Crawfor,275000
768,8445,396,112,768,768,0,5,5,7,Gd,1972,2007,CollgCr,133000
833,8780,0,208,833,833,0,5,5,5,TA,1985,1985,Mitchel,112000
1363,7740,528,622,622,741,622,6,4,7,Fa,1910,1950,OldTown,125500
2093,20544,542,791,791,1236,857,7,7,6,Gd,1986,1991,NWAmes,215000
1840,12420,622,278,944,944,896,6,7,5,Gd,2001,2001,CollgCr,230000
1668,9600,271,736,856,1112,556,6,6,8,TA,1950,2005,NAmes,140000
1040,7200,420,0,0,1040,0,6,4,5,,1949,1950,NAmes,90000
1844,10994,620,868,1844,1844,0,7,8,5,Gd,2005,2006,SawyerW,257000
1848,13053,370,833,833,1053,795,8,6,7,TA,1923,2000,BrkSide,207000
1569,3635,660,398,1386,1569,0,7,7,5,Gd,2007,2007,Blmngtn,175900
2290,11340,560,777,777,1246,1044,11,4,6,TA,1885,1950,OldTown,122500
2450,16545,1069,503,1284,1310,1140,7,8,5,Gd,1998,1998,NoRidge,340000
1144,9204,336,247,1144,1144,0,6,5,5,TA,1963,1963,NAmes,124000
1844,16381,540,734,1844,1844,0,7,6,5,TA,1969,1969,Crawfor,223000
1416,11700,776,304,708,708,708,7,6,6,TA,1968,1968,NWAmes,179900
1069,4043,440,709,1069,1069,0,4,6,5,Gd,1977,1977,NPkVill,127500
848,4435,420,162,848,848,0,3,6,5,Gd,2003,2003,CollgCr,136500
2201,19690,432,697,697,1575,626,8,6,7,Gd,1966,1966,Edwards,274970
1344,9503,484,193,1024,1344,0,6,5,5,TA,1958,1983,NAmes,144000
1252,10721,528,1252,1252,1252,0,7,6,6,TA,1959,1959,NAmes,142000
2127,10944,525,223,1223,1223,904,5,7,5,Gd,1994,1994,NoRidge,271000
1558,10930,288,333,913,1048,510,6,5,6,TA,1945,1950,NAmes,140000
804,7200,240,278,788,804,0,4,5,7,TA,1940,1992,OldTown,119000
1440,12546,467,762,1440,1440,0,7,6,7,Gd,1981,1981,NWAmes,182900
1838,21930,372,732,732,734,1104,7,5,5,Gd,2005,2005,Gilbert,192140
958,4928,440,0,958,958,0,5,6,6,Gd,1976,1976,NPkVill,143750
968,10800,216,656,656,968,0,5,4,6,TA,1927,2007,OldTown,64500
1792,10261,451,936,936,962,830,8,6,5,Gd,2000,2000,Gilbert,186500
1126,17400,484,190,1126,1126,0,5,5,5,TA,1977,1977,Mitchel,160000
1537,8400,462,1319,1319,1537,0,7,6,9,TA,1962,2005,NAmes,174000
864,9000,528,248,864,864,0,5,4,6,TA,1971,1971,NAmes,120500
1932,12444,774,596,1932,1932,0,7,8,5,Ex,2008,2008,NridgHt,394617
1236,7407,923,312,912,1236,0,6,6,7,TA,1957,1996,OldTown,149700
1725,11584,550,114,539,1040,685,6,7,6,TA,1979,1979,NWAmes,197000
2555,11526,672,588,588,1423,748,11,6,7,Ex,1922,1994,Crawfor,191000
848,4426,420,151,848,848,0,3,6,5,Gd,2004,2004,CollgCr,149300
2007,11003,812,252,1017,1026,981,10,10,5,Ex,2008,2008,Somerst,310000
952,8854,192,952,952,952,0,4,6,6,TA,1916,1950,BrkSide,121000
1422,8500,626,1422,1422,1422,0,7,7,5,Gd,2004,2004,CollgCr,179600
913,8400,240,0,814,913,0,6,6,5,TA,1966,1966,Sawyer,129000
1188,26142,312,595,1188,1188,0,6,5,7,TA,1962,1962,Mitchel,157900
2090,10000,556,141,1220,1220,870,8,8,5,Gd,1995,1996,CollgCr,240000
1346,11767,384,560,560,796,550,6,4,7,Fa,1910,2000,Edwards,112000
630,1533,0,77,630,630,0,3,5,7,Gd,1970,1970,MeadowV,92000
1792,9000,0,896,896,896,896,8,5,5,Gd,1974,1974,NAmes,136000
1578,9262,840,1573,1573,1578,0,7,8,5,Gd,2008,2009,Somerst,287090
1072,3675,525,0,547,1072,0,5,5,5,Gd,2005,2005,Edwards,145000
1140,17217,0,1140,1140,1140,0,6,5,5,Gd,2006,2006,Mitchel,84500
1221,7500,400,811,1221,1221,0,6,7,5,Gd,2004,2005,Somerst,185000
1647,7917,460,953,953,953,694,7,6,5,Gd,1999,2000,Gilbert,175000
2073,13175,500,589,1542,2073,0,7,6,6,Gd,1978,1988,NWAmes,210000
2340,9042,252,877,1152,1188,1152,9,7,9,TA,1941,2006,Crawfor,266500
1078,9717,240,0,1078,1078,0,5,5,6,TA,1950,1996,NAmes,142125
1256,9937,276,136,1256,1256,0,6,5,6,TA,1965,1965,Edwards,147500
